Key,Source,Context,Changes,English,French,German,Klingon,Spanish
ulmSalt,items,Item,KgNone,Salt Portion,,,,
ulmSaltDesc,items,Item,,Type: [decea3]Food Ingredient[-] [4FFFBE](Uncommon)[-]\nCrafted: [decea3]Backpack Inventory[-]\n\nA packet of salt. Used in cooking.,,,,
ulmSaltPack,items,Item,KgNone,Salt Package,,,,
ulmSaltPackDesc,items,Item,,Type: [decea3]Food Ingredient[-] [4FFFBE](Uncommon)[-]\nMaterial: [decea3]Paper[-]\n\nA package of salt. Used in cooking.,,,,
ulmSander,items,Item,KgNone,Sander,,,,
ulmSanderDesc,items,Item,,Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Multiple[-]\n\nSander Tool.,,,,
ulmSandwitch,items,Item,KgNone,Sandwich,,,,
ulmSandwitchDesc,items,Item,,Type: [decea3]Food[-] [4FFFBE](Uncommon)[-]\nCrafted: [decea3]Backpack Inventory[-]\nMaterial: [decea3]Organic[-]\n\nLooks very tasty.,,,,
ulmSandwitchMoldy,items,Item,KgNone,Moldy Sandwich,,,,
ulmSandwitchMoldyDesc,items,Item,,Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Organic[-]\n\nNo description yet.,,,,
ulmScissorJack,items,Item,KgNone,Scissor Jack,,,,
ulmScissorJackDesc,items,Item,,"Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Iron[-]\n\nIf you ever would encounter a flat tire, then this tool might save your day.",,,,
ulmScissors,items,Item,KgNone,Scissors,,,,
ulmScissorsDesc,items,Item,,Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Iron[-]\n\nLooks dull and unusable.,,,,
ulmScrapCable,items,Item,KgNone,Scrap Cable,,,,
ulmScrapCableDesc,items,Item,,Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Iron[-]\n\nA simple scrap metal cable.,,,,
ulmScrapCopper,items,Item,KgNone,Scrap Copper,,,,
ulmScrapCopperDesc,items,Item,,Type: [decea3]Resource[-] [4FFFBE](Uncommon)[-]\nMaterial: [decea3]Copper[-]\n\nMostly used in the manufacturing of copper tubes and wires.,,,,
ulmScrapRubber,items,Item,KgNone,Scrap Rubber,,,,
ulmScrapRubberDesc,items,Item,,Type: [decea3]Resource[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Rubber[-]\n\nScrap Rubber can be used in crafting rubber wheels and other components.,,,,
ulmScrapTitanium,items,Item,KgNone,Scrap Titanium,,,,
ulmScrapTitaniumDesc,items,Item,,Type: [decea3]Resource[-] [FDFF4F](Very Rare)[-]\nCrafted: [decea3]Forge[-]\nMaterial: [decea3]Titanium[-]\n\nUsed in construction of titanium based alloys.,,,,
ulmScrapWires,items,Item,KgNone,Scrap Wires,,,,
ulmScrapWiresDesc,items,Item,,Type: [decea3]Resource[-] [4FFFBE](Uncommon)[-]\nCrafted: [decea3]Engineering Table[-]\nMaterial: [decea3]Copper[-]\n\nMost electronics rely on some form of electrical wiring for electricity to move from one component to another.,,,,
ulmScrewBox,items,Item,KgNone,Screw Box,,,,
ulmScrewBoxDesc,items,Item,,Type: [decea3]Resource[-] [4FFFBE](Uncommon)[-]\nMaterial: [decea3]Iron[-]\n\nUsed in some crafting recipes.,,,,
ulmScrewdriver,items,Item,KgNone,Screwdriver,,,,
ulmScrewdriverDesc,items,Item,,Type: [decea3]Tool[-] [4FCBFF](Rare)[-]\nUsed: [decea3]Workbench[-]\nCrafted: [decea3]Engineering Table[-]\nMaterial: [decea3]Iron[-]\n\nBest tool for unscrewing those pesky screws.,,,,
ulmScrews,items,Item,KgNone,Screws,,,,
ulmScrewsDesc,items,Item,,Type: [decea3]Resource[-] [4FFFBE](Uncommon)[-]\nCrafted: [decea3]Forge[-]\nRequires: [decea3]Blacksmith (Level 2)[-]\nMaterial: [decea3]Iron[-]\n\nUsed in some crafting recipes.,,,,
ulmSewingKit,items,Item,KgNone,Sewing Kit,,,,
ulmSewingKitDesc,items,Item,,Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Leather[-]\n\nEverything you need to fix light fabric items.,,,,
ulmSewingMachine,items,Item,KgNone,Sewing Machine,,,,
ulmSewingMachineDesc,items,Item,,Type: [decea3]Tool[-] [4FFFBE](Uncommon)[-]\nUsed: [decea3]Workbench[-]\nMaterial: [decea3]Multiple[-]\n\nLooks functional and to my surprise with very little dust on it.,,,,
ulmShampoo,items,Item,KgNone,Old Shampoo,,,,
ulmShampooDesc,items,Item,,Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Plastic[-]\n\nI shouldn't drink that.,,,,
ulmShellBox,items,Item,KgNone,Shotgun Shell Box,,,,
ulmShellBoxDesc,items,Item,,Type: [decea3]Ammunition[-] [4FCBFF](Rare)[-]\nMaterial: [decea3]Multiple[-]\n\nBox containing 50x Kiloton Ballistics manufactured Standard Shotgun Shells.,,,,
ulmShellCasing,items,Item,KgNone,Shotgun Shell Casing,,,,
ulmShellCasingDesc,items,Item,,Type: [decea3]Resource[-] [CCCCCC](Common)[-]\nCrafted: [decea3]Ammunition Table[-]\nRequires: [decea3]Shotgun Ammo (Level 1)[-]\nMaterial: [decea3]Brass[-]\n\nCasing for a Shotgun Shell. Holds all parts of the Round together.,,,,
ulmShoppingCart,blocks,Block,KgNone,Shopping Cart,,,,
ulmShoppingCartDesc,blocks,Block,,Type: [decea3]Storage[-] [4FFFBE](Uncommon)[-]\nStorage: [decea3]7x7 (49 Slots)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Iron[-]\n\nBasic Shopping Cart.,,,,
ulmShortSteelPipe,items,Item,KgNone,Short Steel Pipe,,,,
ulmShortSteelPipeDesc,items,Item,,Type: [decea3]Resource[-] [4FCBFF](Rare)[-]\nCrafted: [decea3]Smithing Table[-]\nRequires: [decea3]Blacksmith (Level 6)[-]\nMaterial: [decea3]Iron[-]\n\nA rather ordinary short steel pipe. Can be used in a variety of recipes.,,,,
ulmShortTitaniumPipe,items,Item,KgNone,Short Titanium Pipe,,,,
ulmShortTitaniumPipeDesc,items,Item,,Type: [decea3]Resource[-] [FDFF4F](Very Rare)[-]\nCrafted: [decea3]Smithing Table[-]\nRequires: [decea3]Blacksmith (Level 11)[-]\nMaterial: [decea3]Titanium[-]\n\nA rather ordinary short titanium pipe. Can be used in a variety of recipes.,,,,
ulmShovelTipIron,items,Item,KgNone,Iron shovel Tip,,,,
ulmShovelTipIronDesc,items,Item,,Type: [decea3]Resource[-] [4FFFBE](Uncommon)[-]\nCrafted: [decea3]Smithing Table[-]\nRequires: [decea3]Blacksmith (Level 4)[-]\nMaterial: [decea3]Iron[-]\n\nAttach it to a handle to create an Iron Shovel.,,,,
ulmShovelTipSteel,items,Item,KgNone,Steel shovel Tip,,,,
ulmShovelTipSteelDesc,items,Item,,Type: [decea3]Resource[-] [4FCBFF](Rare)[-]\nCrafted: [decea3]Smithing Table[-]\nRequires: [decea3]Blacksmith (Level 8)[-]\nMaterial: [decea3]Iron[-]\n\nAttach it to a handle to create a Steel Shovel.,,,,
ulmShovelTipTitanium,items,Item,KgNone,Titanium shovel Tip,,,,
ulmShovelTipTitaniumDesc,items,Item,,Type: [decea3]Resource[-] [FDFF4F](Very Rare)[-]\nCrafted: [decea3]Smithing Table[-]\nRequires: [decea3]Blacksmith (Level 11)[-]\nMaterial: [decea3]Titanium[-]\n\nAttach it to a handle to create a Titanium Shovel.,,,,
ulmSilverIngot,items,Item,KgNone,Silver Ingot,,,,
ulmSilverIngotDesc,items,Item,,Type: [decea3]Resource[-] [FDFF4F](Very Rare)[-]\nCrafted: [decea3]Forge[-]\nRequires: [decea3]Blacksmith (Level 10)[-]\nMaterial: [decea3]Silver[-]\n\nA dense Silver Ingot. ,,,,
ulmSledgehammerSteel,items,Item,KgNone,Steel Sledgehammer,,,,
ulmSledgehammerSteelDesc,items,Item,,Type: [decea3]Handheld Tool[-] [FDFF4F](Very Rare)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Iron[-]\n\nOne of the best weapons for cracking skulls with a better chance to score a critical blow.,,,,
ulmSledgehammerTitanium,items,Item,KgNone,Titanium Sledgehammer,,,,
ulmSledgehammerTitaniumDesc,items,Item,,Type: [decea3]Handheld Tool[-] [FF684F](Extremely Rare)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Iron[-]\n\nOne of the best weapons for cracking skulls with a better chance to score a critical blow.,,,,
ulmSlugBox,items,Item,KgNone,Shotgun Slug Box,,,,
ulmSlugBoxDesc,items,Item,,Type: [decea3]Ammunition[-] [4FCBFF](Rare)[-]\nMaterial: [decea3]Multiple[-]\n\nBox containing 50x Kiloton Ballistics manufactured Standard Shotgun Slugs.,,,,
ulmSlugCasing,items,Item,KgNone,Shotgun Slug Casing,,,,
ulmSlugCasingDesc,items,Item,,Type: [decea3]Resource[-] [CCCCCC](Common)[-]\nCrafted: [decea3]Ammunition Table[-]\nMaterial: [decea3]Brass[-]\n\nCasing from a Shotgun Slug. Holds all parts of the Round together.,,,,
ulmSlugTip,items,Item,KgNone,Shotgun Slug Tip,,,,
ulmSlugTipDesc,items,Item,,Type: [decea3]Resource[-] [4FFFBE](Uncommon)[-]\nCrafted: [decea3]Forge[-]\nRequires: [decea3]Shotgun Ammo (Level 1)[-]\nMaterial: [decea3]Lead[-]\n\nA bullet tip casted from molten lead in the shape of a slug projectile.,,,,
ulmSlugTipMold,items,Item,KgNone,[FF0000]Slug Mold (Legacy Item)[-],,,,
ulmSlugTipMoldDesc,items,Item,,Type: [decea3]Trade item[-] \nMaterial: [decea3]Iron[-]\n\nThis item has been removed from the loot list and no longer has use in the game. Sell it to the trader while you can.Mold with a shape matching 7.62mm Projectile specifications.,,,,
ulmSmallElectricMotor,items,Item,KgNone,Small Electric Motor,,,,
ulmSmallElectricMotorDesc,items,Item,,Type: [decea3]Resource[-] [4FFFBE](Uncommon)[-]\nMaterial: [decea3]Iron[-]\n\nA small electric motor that could be useful in crafting.,,,,
ulmSmallHeadphones,items,Item,KgNone,Small Headphones,,,,
ulmSmallHeadphonesDesc,items,Item,,Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Iron[-]\n\nBy scrapping them it's possible to get scrap metal or Scrap Cables by Examining and dismantling.,,,,
ulmSmallPlaneEngine,items,Item,KgNone,Small Plane Engine,,,,
ulmSmallPlaneEngineDesc,items,Item,,Type: [decea3]Equipment[-] [FDFF4F](Very Rare)[-]\nMaterial: [decea3]Iron[-]\n\nInternal combustion engine from a small aircraft. Used as an engine for minibike.,,,,
ulmSMG100,items,Item,KgNone,SMG M100,,,,
ulmSMG100Desc,items,Item,,Type: [decea3]Range Weapon[-] [FF684F](Extremely Rare)[-]\nAmmo: [decea3]10mm[-]\nClip Size: [decea3]100[-]\nMaterial: [decea3]Iron[-]\n\nRepairing or re-assembling requires schematic.,,,,
ulmSMG100s,items,Item,KgNone,SMG SM100,,,,
ulmSMG100sDesc,items,Item,,Type: [decea3]Range Weapon[-] [FF684F](Extremely Rare)[-]\nAmmo: [decea3]10mm[-]\nClip Size: [decea3]100[-]\nMaterial: [decea3]Iron[-]\n\nRepairing or re-assembling requires schematic.,,,,
ulmSMG15,items,Item,KgNone,SMG M15,,,,
ulmSMG15Desc,items,Item,,Type: [decea3]Range Weapon[-] [4FFFBE](Uncommon)[-]\nAmmo: [decea3]10mm[-]\nClip Size: [decea3]15[-]\nMaterial: [decea3]Iron[-]\n\nRepairing or re-assembling requires schematic.,,,,
ulmSMG15s,items,Item,KgNone,SMG SM15,,,,
ulmSMG15sDesc,items,Item,,Type: [decea3]Range Weapon[-] [4FFFBE](Uncommon)[-]\nAmmo: [decea3]10mm[-]\nClip Size: [decea3]15[-]\nMaterial: [decea3]Iron[-]\n\nRepairing or re-assembling requires schematic.,,,,
ulmSMG30s,items,Item,KgNone,SMG SM30,,,,
ulmSMG30sDesc,items,Item,,Type: [decea3]Range Weapon[-] [4FCBFF](Rare)[-]\nAmmo: [decea3]10mm[-]\nClip Size: [decea3]30[-]\nMaterial: [decea3]Iron[-]\n\nRepairing or re-assembling requires schematic.,,,,
ulmSMG50,items,Item,KgNone,SMG M50,,,,
ulmSMG50Desc,items,Item,,Type: [decea3]Range Weapon[-] [FDFF4F](Very Rare)[-]\nAmmo: [decea3]10mm[-]\nClip Size: [decea3]50[-]\nMaterial: [decea3]Iron[-]\n\nRepairing or re-assembling requires schematic.,,,,
ulmSMG50s,items,Item,KgNone,SMG SM50,,,,
ulmSMG50sDesc,items,Item,,Type: [decea3]Range Weapon[-] [FDFF4F](Very Rare)[-]\nAmmo: [decea3]10mm[-]\nClip Size: [decea3]50[-]\nMaterial: [decea3]Iron[-]\n\nRepairing or re-assembling requires schematic.,,,,
ulmSMGBarrelS,items,Item,KgNone,SMG Silencer,,,,
ulmSMGBarrelSDesc,items,Item,,Type: [decea3]Weapon Part[-] [FDFF4F](Very Rare)[-]\nRequires: [decea3]Schematic[-]\nMaterial: [decea3]Iron[-]\n\nGun part that can be assembled with other parts to create a complete Gun.,,,,
ulmSMGE,items,Item,KgNone,Elite SMG,,,,
ulmSMGE_bp,items,Item,KgNone,Elite SMG Schematic,,,,
ulmSMGE_bpDesc,items,Item,,"Type: [decea3]Schematic[-] [4FCBFF](Rare)[-]\nMaterial: [decea3]Paper[-]\n\nLearn how to assemble, repair and augment an Elite Submachine Gun by reading this schematic.",,,,
ulmSMGEBarrel,items,Item,KgNone,Elite SMG Barrel,,,,
ulmSMGEBarrelDesc,items,Item,,Type: [decea3]Weapon Part[-] [FF684F](Extremely Rare)[-]\nRequires: [decea3]Schematic[-]\nMaterial: [decea3]Iron[-]\n\nGun part that can be assembled with other parts to create a complete Gun.,,,,
ulmSMGEDesc,items,Item,,Type: [decea3]Range Weapon[-] [FF684F](Extremely Rare)[-]\nAmmo: [decea3]10mm[-]\nClip Size: [decea3]30[-]\nMaterial: [decea3]Iron[-]\n\nBest SMG you can find. Repairing or re-assembling requires schematic.,,,,
ulmSMGEParts,items,Item,KgNone,Elite SMG Parts,,,,
ulmSMGEPartsDesc,items,Item,,Type: [decea3]Weapon Part[-] [FF684F](Extremely Rare)[-]\nRequires: [decea3]Schematic[-]\nMaterial: [decea3]Iron[-]\n\nGun part that can be assembled with other parts to create a complete Gun.,,,,
ulmSMGEReciever,items,Item,KgNone,Elite SMG Receiver,,,,
ulmSMGERecieverDesc,items,Item,,Type: [decea3]Weapon Part[-] [FF684F](Extremely Rare)[-]\nRequires: [decea3]Schematic[-]\nMaterial: [decea3]Iron[-]\n\nGun part that can be assembled with other parts to create a complete Gun.,,,,
ulmSMGEStock,items,Item,KgNone,Elite SMG Stock,,,,
ulmSMGEStockDesc,items,Item,,Type: [decea3]Weapon Part[-] [FF684F](Extremely Rare)[-]\nRequires: [decea3]Schematic[-]\nMaterial: [decea3]Iron[-]\n\nGun part that can be assembled with other parts to create a complete Gun.,,,,
ulmSMGParts100,items,Item,KgNone,SMG Parts M-100,,,,
ulmSMGParts100Desc,items,Item,,Type: [decea3]Weapon Part[-] [4FCBFF](Rare)[-]\nRequires: [decea3]Schematic[-]\nMaterial: [decea3]Iron[-]\n\nGun part that can be assembled with other parts to create a complete Gun.,,,,
ulmSMGParts15,items,Item,KgNone,SMG Parts M-15,,,,
ulmSMGParts15Desc,items,Item,,Type: [decea3]Weapon Part[-] [4FCBFF](Rare)[-]\nRequires: [decea3]Schematic[-]\nMaterial: [decea3]Iron[-]\n\nGun part that can be assembled with other parts to create a complete Gun.,,,,
ulmSMGParts30,items,Item,KgNone,[FF0000]SMG Parts M30 (Legacy Item)[-],,,,
ulmSMGParts30Desc,items,Item,,Type: [decea3]Trade item[-] \nMaterial: [decea3]Iron[-]\n\nThis item has been removed from the loot list and no longer has use in the game. Sell it to the trader while you can.,,,,
ulmSMGParts50,items,Item,KgNone,SMG Parts M-50,,,,
ulmSMGParts50Desc,items,Item,,Type: [decea3]Weapon Part[-] [4FCBFF](Rare)[-]\nRequires: [decea3]Schematic[-]\nMaterial: [decea3]Iron[-]\n\nGun part that can be assembled with other parts to create a complete Gun.,,,,
ulmSMGS30_bp,items,Item,KgNone,Silenced SMG Schematic,,,,
ulmSMGS30_bpDesc,items,Item,,"Type: [decea3]Schematic[-] [4FCBFF](Rare)[-]\nMaterial: [decea3]Paper[-]\n\nLearn how to assemble, repair and augment Silenced Submachine Guns by reading this schematic.",,,,
ulmSmithingHammer,items,Item,KgNone,Smithing Hammer,,,,
ulmSmithingHammerDesc,items,Item,,Type: [decea3]Tool[-] [CCCCCC](Common)[-]\nUsed: [decea3]Smithing Table[-]\nCrafted: [decea3]Backpack Inventory[-]\nMaterial: [decea3]Iron[-]\n\nSledgehammer's little brother. Main tool for the Smithing Table.,,,,
ulmSmithingHammerTip,items,Item,KgNone,Smithing Hammer Tip,,,,
ulmSmithingHammerTipDesc,items,Item,,"Type: [decea3]Resource[-] [4FFFBE](Uncommon)[-]\nCrafted: [decea3]Smithing Table[-]\nRequires: [decea3]Blacksmith (Level 2)[-]\nMaterial: [decea3]Iron[-]\n\nAttach it to a handle to create a smithing hammer, that you can use to shape metal.",,,,
ulmSmithingTable,blocks,Block,KgNone,Smithing Table,,,,
ulmSmithingTableDesc,blocks,Block,,Type: [decea3]Crafting Station[-] [4FFFBE](Uncommon)[-]\nCrafted: [decea3]Backpack Inventory[-]\nRequires: [decea3]Blacksmith (Level 2)[-]\nMaterial: [decea3]Iron[-]\n\nWorkplace for processing various metal bits and ingots.,,,,
ulmSniperRifleM10,items,Item,KgNone,Sniper Rifle M10,,,,
ulmSniperRifleM10Desc,items,Item,,Type: [decea3]Range Weapon[-] [4FCBFF](Rare)[-]\nAmmo: [decea3]7.62mm[-]\nClip Size: [decea3]10[-]\nMaterial: [decea3]Iron[-]\n\nEquipped with Scope. Repairing or re-assembling requires schematic.,,,,
ulmSniperRifleM20,items,Item,KgNone,Sniper Rifle M20,,,,
ulmSniperRifleM20Desc,items,Item,,Type: [decea3]Range Weapon[-] [4FCBFF](Rare)[-]\nAmmo: [decea3]7.62mm[-]\nClip Size: [decea3]20[-]\nMaterial: [decea3]Iron[-]\n\nEquipped with Scope. Repairing or re-assembling requires schematic.,,,,
ulmSniperRiflePartsM10,items,Item,KgNone,Sniper Rifle Parts M-10,,,,
ulmSniperRiflePartsM10Desc,items,Item,,Type: [decea3]Weapon Part[-] [4FCBFF](Rare)[-]\nRequires: [decea3]Schematic[-]\nMaterial: [decea3]Iron[-]\n\nGun part that can be assembled with other parts to create a complete Gun.,,,,
ulmSniperRiflePartsM20,items,Item,KgNone,Sniper Rifle Parts M-20,,,,
ulmSniperRiflePartsM20Desc,items,Item,,Type: [decea3]Weapon Part[-] [FDFF4F](Very Rare)[-]\nRequires: [decea3]Schematic[-]\nMaterial: [decea3]Iron[-]\n\nGun part that can be assembled with other parts to create a complete Gun.,,,,
ulmSoap,items,Item,KgNone,Soap,,,,
ulmSoapDesc,items,Item,,Type: [decea3]Trade item[-] [4FFFBE](Uncommon)[-]\n\nIs used to clean yourself. Some traders might be interested buying this.,,,,
ulmSodaBrainFreeze,items,Item,KgNone,Brain Freeze,,,,
ulmSodaBrainFreezeDesc,items,Item,,Type: [decea3]Drink[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Iron[-]\n\nRefreshing and tasty sparkling Soda.,,,,
ulmSodaBuzzCoffee,items,Item,KgNone,Buzz Coffee,,,,
ulmSodaBuzzCoffeeDesc,items,Item,,"Type: [decea3]Caffeine Drink[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Iron[-]\n\nGives you energy, keeps your stamina up and helps you stay warm for a limited time.",,,,
ulmSodaEggNukes,items,Item,KgNone,Egg Nukes,,,,
ulmSodaEggNukesDesc,items,Item,,"Type: [decea3]Energy Drink[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Iron[-]\n\nBoost your reflexes and stamina gain with the additional energy surge! Good for a quick burst of energy, but not very good for your health.",,,,
ulmSodaFizzRock,items,Item,KgNone,Fizz Rock,,,,
ulmSodaFizzRockDesc,items,Item,,Type: [decea3]Drink[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Iron[-]\n\nRefreshing and tasty sparkling Soda.,,,,
ulmSodaGoldenRose,items,Item,KgNone,Golden Rose,,,,
ulmSodaGoldenRoseDesc,items,Item,,Type: [decea3]Drink[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Iron[-]\n\nRefreshing and tasty sparkling Soda.,,,,
ulmSodaMegaCola,items,Item,KgNone,Mega Cola,,,,
ulmSodaMegaColaDesc,items,Item,,Type: [decea3]Drink[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Iron[-]\n\nRefreshing and tasty sparkling Soda.,,,,
ulmSodaMuscleJuice,items,Item,KgNone,Muscle Juice,,,,
ulmSodaMuscleJuiceDesc,items,Item,,"Type: [decea3]Energy Drink[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Iron[-]\n\nBoost your reflexes and stamina gain with the additional energy surge! Good for a quick burst of energy, but not very good for your health.",,,,
ulmSodaOldTimer,items,Item,KgNone,Old Timer,,,,
ulmSodaOldTimerDesc,items,Item,,"Type: [decea3]Alcohol[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Iron[-]\n\nGain stamina, bravado and stun immunity all in one bottle of this tasty beer.",,,,
ulmSodaPing,items,Item,KgNone,Ping,,,,
ulmSodaPingDesc,items,Item,,Type: [decea3]Drink[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Iron[-]\n\nRefreshing and tasty sparkling Soda.,,,,
ulmSodaQuantumSurge,items,Item,KgNone,Quantum Surge,,,,
ulmSodaQuantumSurgeDesc,items,Item,,"Type: [decea3]Energy Drink[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Iron[-]\n\nBoost your reflexes and stamina gain with the additional energy surge! Good for a quick burst of energy, but not very good for your health.",,,,
ulmSodaWildGoose,items,Item,KgNone,Wild Goose,,,,
ulmSodaWildGooseDesc,items,Item,,Type: [decea3]Drink[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Iron[-]\n\nRefreshing and tasty sparkling Soda.,,,,
ulmSodaZeroLag,items,Item,KgNone,Zero Lag,,,,
ulmSodaZeroLagDesc,items,Item,,"Type: [decea3]Caffeine Drink[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Iron[-]\n\nGives you energy, keeps your stamina up and helps you stay warm for a limited time.",,,,
ulmSodaZRunner,items,Item,KgNone,Z Runner,,,,
ulmSodaZRunnerDesc,items,Item,,"Type: [decea3]Energy Drink[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Iron[-]\n\nBoost your reflexes and stamina gain with the additional energy surge! Good for a quick burst of energy, but not very good for your health.",,,,
ulmSolderingIron,items,Item,KgNone,Soldering Iron,,,,
ulmSolderingIronDesc,items,Item,,Type: [decea3]Tool[-] [4FFFBE](Uncommon)[-]\nUsed: [decea3]Engineering Table[-]\nCrafted: [decea3]Engineering Table[-]\nMaterial: [decea3]Multiple[-]\n\nVery primitive but neccessary tool in soldering various electronic components together.,,,,
ulmSpaghetti,items,Item,KgNone,Spaghetti,,,,
ulmSpaghettiB,items,Item,KgNone,Spaghetti Meal,,,,
ulmSpaghettiBDesc,items,Item,,Type: [decea3]Meal[-] [4FCBFF](Rare)[-]\nMaterial: [decea3]Organic[-]\n\nSimple meal consisting of boiled spaghetti.,,,,
ulmSpaghettiBK,items,Item,KgNone,Spaghetti Meal,,,,
ulmSpaghettiBKDesc,items,Item,,Type: [decea3]Meal[-] [4FCBFF](Rare)[-]\nMaterial: [decea3]Organic[-]\n\nSimple meal consisting of boiled spaghetti and ketchup.,,,,
ulmSpaghettiBM,items,Item,KgNone,Spaghetti Meal,,,,
ulmSpaghettiBMDesc,items,Item,,Type: [decea3]Meal[-] [4FCBFF](Rare)[-]\nMaterial: [decea3]Organic[-]\n\nSimple meal consisting of boiled spaghetti and meatballs.,,,,
ulmSpaghettiBMK,items,Item,KgNone,Spaghetti Meal,,,,
ulmSpaghettiBMKDesc,items,Item,,"Type: [decea3]Meal[-] [4FCBFF](Rare)[-]\nMaterial: [decea3]Organic[-]\n\nSimple meal consisting of boiled spaghetti, meatballs & ketchup.",,,,
ulmSpaghettiDesc,items,Item,,"Type: [decea3]Food Ingredient[-] [4FFFBE](Uncommon)[-]\nMaterial: [decea3]Paper[-]\n\nA package of dried spaghetti. Not very good on its own, but makes a decent meal when cooked.",,,,
ulmSparkPlug,items,Item,KgNone,Spark Plug,,,,
ulmSparkPlugDesc,items,Item,,Type: [decea3]Resource[-] [4FCBFF](Rare)[-]\nMaterial: [decea3]Iron[-]\n\nAn old Spark Plug.,,,,
ulmSpeaker,items,Item,KgNone,Speaker,,,,
ulmSpeakerDesc,items,Item,,Type: [decea3]Resource[-] [4FFFBE](Uncommon)[-]\nMaterial: [decea3]Iron[-]\n\nAn old Speaker.,,,,
ulmSpinningWheel,items,Item,KgNone,Spinning Wheel,,,,
ulmSpinningWheelDesc,items,Item,,Type: [decea3]Tool[-] [4FFFBE](Uncommon)[-]\nUsed: [decea3]Workbench[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Wood[-]\n\nRequired tool for making Spools of Cotton.,,,,
ulmSponge,items,Item,KgNone,Sponge,,,,
ulmSpongeDesc,items,Item,,"Type: [decea3]Trade item[-] [CCCCCC](Common)[-]\n\nNothing special about it, just a regular blue sponge. Some traders might be interested buying this.",,,,
ulmSpoolCotton,items,Item,KgNone,Spool of Cotton,,,,
ulmSpoolCottonDesc,items,Item,,Type: [decea3]Resource[-] [CCCCCC](Common)[-]\nCrafted: [decea3]Workbench[-]\n\nUsed in making Cloth Fragments with the Knitter's Loom.,,,,
ulmSprockets,items,Item,KgNone,Sprockets,,,,
ulmSprocketsDesc,items,Item,,"Type: [decea3]Resource[-] [4FFFBE](Uncommon)[-]\nCrafted: [decea3]Smithing Table[-]\nRequires: [decea3]Blacksmith (Level 5)[-]\nMaterial: [decea3]Iron[-]\n\nVarious sized sprockets. Usually they mesh with a chain, track or other perforated or indented material.",,,,
ulmSSteelBars,blocks,Block,KgNone,Bars (Stainless Steel),,,,
ulmSSteelBarsC,blocks,Block,KgNone,"Bars (Stainless Steel, Centered)",,,,
ulmSSteelBarsCDesc,blocks,Block,,Type: [decea3]Block[-] [FDFF4F](Very Rare)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Iron[-]\n\nYou can see and shoot through Stainless Steel Bars and they offer better protection than Steel or Iron Bars.,,,,
ulmSSteelBarsDesc,blocks,Block,,Type: [decea3]Block[-] [FDFF4F](Very Rare)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Iron[-]\n\nYou can see and shoot through Stainless Steel Bars and they offer better protection than Steel or Iron Bars.,,,,
ulmStapler,items,Item,KgNone,Stapler,,,,
ulmStaplerDesc,items,Item,,Type: [decea3]Junk[-] [CCCCCC](Common)[-]\nMaterial: [decea3]Iron[-]\n\nA mechanical device that joins pages of paper or similar material by driving a thin metal staple through the sheets and folding the ends.,,,,
ulmSteelBars,blocks,Block,KgNone,Bars (Steel),,,,
ulmSteelBarsC,blocks,Block,KgNone,"Bars (Steel, Centered)",,,,
ulmSteelBarsCDesc,blocks,Block,,Type: [decea3]Block[-] [4FCBFF](Rare)[-]\nCrafted: [decea3]Workbench[-]\nMaterial: [decea3]Iron[-]\n\nYou can see and shoot through Steel Bars and they offer better protection than Iron Bars.,,,,
